boq_name,brand,catalogue_code_dynamic,category,countries,default_image,hsn_code,id,images,is_preferred,item_class,item_name,item_type,lwhd_metric,sku_id,sku_name,specifications,status,sub_category,t_metric,template_id,template_name,type,unit,vendor_catalogue_series_dynamic,vendor_catalogue_code_dynamic,config,dimensions,width,height,length1,color,default_image_mobile,item_style,space_tag,theme,us_dimensions,us_specifications,diameter,td_document,model_3d,upholstery_dynamic,vendor_brand_dynamic,length2,wooden_leg_dynamic,metal_leg_dynamic,sofa_leg_dynamic,upholstery1_dynamic,upholstery2_dynamic,finishes_dynamic,Selling Price
MIRO 3 SEATER SOFA,ELESTRO,ENT_LFD_SF22,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/897d0557-f45e-4d95-9469-eab1a1aedf2c,94036000,a7b88f18-aae9-4a30-a7b6-653ed58001e8,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-343291,FURNITURE LOOSE FURNITURE SOFA ENT 3 SEATER ELESTRO ENT_LFD_SF22 SG17 LFD 750mm (L) x 1800mm (W) x 440mm (H),"Dimensions: 1800*750*440/700 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, fabric or faux leather upholstery.
 
  
 
  Color: Optional.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG17,3 SEATER,750mm (L) x 1800mm (W) x 440mm (H),1800,440,750,,,,,,,,,,,,,,,,,,,,
WOVO 3 SEATER SOFA,ELESTRO,ENT_LFD_SF21,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/7fb23e60-6362-4bdf-80d2-1e89753c4a4f,94036000,1732e0d1-0b96-408b-bf0a-de56400bbb72,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-171926,FURNITURE LOOSE FURNITURE SOFA ENT 3 SEATER ELESTRO ENT_LFD_SF21 SG17-1 LFD 750mm (L) x 2000mm (W) x 440mm (H),"Dimensions: 2000*750*440/700 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, fabric or faux leather upholstery.
 
  
 
  Color: Optional.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG17-1,3 SEATER,750mm (L) x 2000mm (W) x 440mm (H),2000,440,750,,,,,,,,,,,,,,,,,,,,
LONO 1 SEATER SOFA,ELESTRO,ENT_LFD_SF20,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/dda7c336-ea28-4acb-99ee-50f1ea7cfa34,94036000,2dd04b67-3330-43c8-8d0a-6a30595dcced,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-862142,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF20 SG16 LFD 750mm (L) x 750mm (W) x 440mm (H),"Dimensions: 750*750*440/700 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, fabric or faux leather upholstery.
 
  
 
  Color: Optional.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG16,1 SEATER,750mm (L) x 750mm (W) x 440mm (H),750,440,750,,,,,,,,,,,,,,,,,,,,
ZUMI 1 SEATER SOFA,ELESTRO,ENT_LFD_SF19,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/e22c6ef0-1a0a-4284-9597-2072642a0691,94036000,f0326f75-9358-4de9-95e0-bd87fef0df46,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-889256,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF19 SG34 LFD 750mm (L) x 750mm (W) x 440mm (H),"Dimensions: 750*750*440/700 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Rubberwood, fabric or faux leather upholstery.
 
  
 
  Color: Optional.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG34,1 SEATER,750mm (L) x 750mm (W) x 440mm (H),750,440,750,,,,,,,,,,,,,,,,,,,,
YOKO 1 SEATER SOFA,ELESTRO,ENT_LFD_SF18,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/29a5d5d3-eb3a-486a-ac44-b31a2f5dd017,94036000,e25da5ea-4c92-42d7-99b3-bd47dcd3bb26,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-527118,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF18 LFD 680mm (L) x 580mm (W) x 440mm (H),"Dimensions: 580*680*440/700 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, fabric or faux leather upholstery.
 
  
 
  Color: Optional",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,,1 SEATER,680mm (L) x 580mm (W) x 440mm (H),580,440,680,,,,,,,,,,,,,,,,,,,,
KOVU 1 SEATER SOFA,ELESTRO,ENT_LFD_SF17,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/0c0143b0-ea94-4da3-81f1-4d29690826b4,94036000,5d6bd31b-6e54-4ed0-bed8-8b88872b87d9,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-243669,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF17 SG53 LFD 750mm (L) x 1800mm (W) x 450mm (H),"Dimensions: 1800x750x450/825 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, combined with artificial rattan, upholstered in fabric or faux leather.
 
  
 
  Color: Optional.
 
  
 
  The Nadia long sofa is an ideal choice for modern interior spaces, offering both elegance and warmth. With its sophisticated design, durable materials, and rustic yet modern aesthetic, this sofa provides a comfortable seating experience and easily complements various decor styles such as organic, rustic, Scandinavian, or minimalist modern.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG53,1 SEATER,750mm (L) x 1800mm (W) x 450mm (H),1800,450,750,,,,,,,,,,,,,,,,,,,,
TOVO 1 SEATER SOFA,ELESTRO,ENT_LFD_SF16,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/b26eea5a-d7f2-43e4-8d5c-8f684021f235,94036000,1ea3de8f-8234-48a4-8d76-d2df06f836d6,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-830357,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF16 SG52 LFD 750mm (L) x 720mm (W) x 450mm (H),"Dimensions: 720x750x450/825 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, combined with artificial rattan, upholstered in fabric or faux leather.
 
  
 
  Color: Optional.
 
  
 
  The Nadia sofa is a popular choice in modern interior spaces thanks to its sophisticated design, durable materials, and rustic yet elegant beauty. The combination of a wooden frame , artificial rattan weaving , and stainless steel legs creates a product that is both light, natural, and modern, suitable for family living rooms, cafes, decorative studios, or display spaces in organic, rustic, or Scandinavian styles.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG52,1 SEATER,750mm (L) x 720mm (W) x 450mm (H),720,450,750,,,,,,,,,,,,,,,,,,,,
SIMI 1 SEATER SOFA,ELESTRO,ENT_LFD_SF15,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/acf5c5c4-8fa9-4258-88db-ef9d94b6602d,94036000,819c74db-7296-4cdf-a64c-25488756b927,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-238542,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF15 SG51 LFD 650mm (L) x 580mm (W) x 420mm (H),"Dimensions: 580*650*420/900 (Width x Depth x Mattress Height/Backrest Height).
 
  Materials: Ash wood, fabric or faux leather upholstery.
 
  Color: Optional.The Phuc Long ash wood sofa with upholstered cushions is the perfect choice for modern and sophisticated living spaces — from family living rooms and apartment living rooms to cafes, restaurants, salons, and lounges. With its durable natural wood and comfortable seating, this sofa meets the demands of aesthetics , durability , and comfort .",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG51,1 SEATER,650mm (L) x 580mm (W) x 420mm (H),580,420,650,,,,,,,,,,,,,,,,,,,,
LOMO 1 SEATER SOFA,ELESTRO,ENT_LFD_SF14,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/74e3d3d0-0e46-48ad-ad5f-0f38fe761d92,94036000,cf9c1bd3-899c-43a9-948c-8120fd2337b1,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-195805,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF14 SG48 LFD 680mm (L) x 550mm (W) x 430mm (H),"Dimensions: 550*680*430/700 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, fabric or faux leather upholstery.
 
  
 
  Color: Optional.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG48,1 SEATER,680mm (L) x 550mm (W) x 430mm (H),550,430,680,,,,,,,,,,,,,,,,,,,,
ZARO 1 SEATER SOFA,ELESTRO,ENT_LFD_SF13,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/9ad17e85-f16a-4788-9ed2-ce385a001da7,94036000,cfca9b29-7697-4002-8961-2a7e1dc91aa0,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-918084,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF13 GS25 LFD 620mm (L) x 600mm (W) x 400mm (H),"Dimensions: 600*620*440/800 (Width x Depth x Mattress Height/Backrest Height)
 
  
 
  Material: Powder coated iron frame, cushioned seat.
 
  
 
  Color: Optional.
 
  
 
  The iron framed cafe chair with wooden armrests is a standout product for modern cafes, bubble tea shops, and F&B spaces. Its minimalist, elegant design and high quality materials ensure that the chair is not only aesthetically pleasing but also exceptionally durable for practical use.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,GS25,1 SEATER,620mm (L) x 600mm (W) x 400mm (H),600,400,620,,,,,,,,,,,,,,,,,,,,
KAVA 1 SEATER SOFA,ELESTRO,ENT_LFD_SF12,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/819ed336-9afa-4bc8-9109-4de0db7c61d9,94036000,cc9f3dee-ebac-4813-926b-ab9e8ef4b38f,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-444138,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF12 SG49 LFD 660mm (L) x 550mm (W) x 430mm (H),"Dimensions: 550*660*430/700 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, fabric or faux leather upholstery.
 
  
 
  Color: Optional.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG49,1 SEATER,660mm (L) x 550mm (W) x 430mm (H),550,430,660,,,,,,,,,,,,,,,,,,,,
REXO 1 SEATER SOFA,ELESTRO,ENT_LFD_SF11,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/0ba0c1e5-fc0d-4c74-9a38-a068cfca5844,94036000,766e6507-ca7d-45e0-a12a-dfc6419aa40f,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-839238,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF11 SG21-1 LFD 640mm (L) x 620mm (W) x 420mm (H),"Dimensions: 620*640*420/700 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, artificial rattan backrest, fabric or faux leather upholstery.
 
  
 
  Color: Optional.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG21-1,1 SEATER,640mm (L) x 620mm (W) x 420mm (H),620,420,640,,,,,,,,,,,,,,,,,,,,
ZUTO 3 SEATER SOFA,ELESTRO,ENT_LFD_SF10,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/d3e190d6-786f-4b01-997b-c36a3dbf32f6,94036000,87243528-58c1-45f7-b25a-65c8473660c0,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-130511,FURNITURE LOOSE FURNITURE SOFA ENT 3 SEATER ELESTRO ENT_LFD_SF10 SG26 LFD 800mm (L) x 1600mm (W) x 440mm (H),"Dimensions: 1600*800*440/750 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, artificial rattan backrest, fabric or faux leather upholstery.
 
  
 
  Color: Optional.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG26,3 SEATER,800mm (L) x 1600mm (W) x 440mm (H),1600,440,800,,,,,,,,,,,,,,,,,,,,
PILA 1 SEATER SOFA,ELESTRO,ENT_LFD_SF09,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/3c1200b8-35d7-436d-8f2e-40d0c41ebcb3,94036000,bb97f74b-2bdd-4edd-9b53-561315abcecd,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-989411,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF09 SG25 LFD 750mm (L) x 750mm (W) x 440mm (H),"Dimensions: 750*750*440/750 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, artificial rattan backrest, fabric or faux leather upholstery.
 
  
 
  Color: Optional.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG25,1 SEATER,750mm (L) x 750mm (W) x 440mm (H),750,440,750,,,,,,,,,,,,,,,,,,,,
SAVA 2 SEATER SOFA,ELESTRO,ENT_LFD_SF08,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/de473fa7-b866-4908-a851-54f0e7e00d72,94036000,b8759fd0-bbb9-4d20-924b-b7e2712faeea,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-859686,FURNITURE LOOSE FURNITURE SOFA ENT 2 SEATER ELESTRO ENT_LFD_SF08 - LFD,"Size: As per design.
 
  
 
  Materials: Iron legs, natural wood frame, upholstered with fabric.
 
  
 
  Color: Optional.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,-,2 SEATER,,,,,,,,,,,,,,,,,,,,,,,,
NALA 1 SEATER SOFA,ELESTRO,ENT_LFD_SF07,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/a88e6a2a-9350-4f2b-9ae2-1eeee4d4de57,94036000,fb0b1444-67f5-4d45-82b7-2279ed414447,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-992209,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF07 SG42 LFD 750mm (L) x 750mm (W) x 440mm (H),"Dimensions: 750*750*440/800 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, artificial rattan backrest, fabric or faux leather upholstery.
 
  
 
  Color: Optional.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG42,1 SEATER,750mm (L) x 750mm (W) x 440mm (H),750,440,750,,,,,,,,,,,,,,,,,,,,
KIRA 2 SEATER SOFA,ELESTRO,ENT_LFD_SF06,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/90d2a2f0-c993-4359-bd97-66457c239557,94036000,e848ba53-199c-4c9e-bf2b-8fff2cbbaa52,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-781831,FURNITURE LOOSE FURNITURE SOFA ENT 2 SEATER ELESTRO ENT_LFD_SF06 SG07 LFD 1200mm (L) x 630mm (W) x 430mm (H),"Dimensions: 1200*630*430/750 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, fabric or faux leather upholstery.
 
  
 
  Color: Optional.
 
  
 
  Ash Wood Z Shaped Sofa – The Perfect Choice for Modern Spaces
 
  
 
  The Z shaped long sofa (2 3 seats) is one of the standout products for spaces that appreciate minimalism while still prioritizing sophistication and functionality. With its sturdy ash wood frame combined with high quality upholstery, this sofa offers a comfortable, luxurious seating experience and complements many modern interior styles.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG07,2 SEATER,1200mm (L) x 630mm (W) x 430mm (H),630,430,1200,,,,,,,,,,,,,,,,,,,,
MALO 3 SEATER SOFA,ELESTRO,ENT_LFD_SF05,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/8256625f-63c1-4e26-8494-c73efb37ba3f,94036000,1e59e501-2d04-4d79-bcfd-95f090857ecf,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-502585,FURNITURE LOOSE FURNITURE SOFA ENT 3 SEATER ELESTRO ENT_LFD_SF05 SG07 LFD 1800mm (L) x 630mm (W) x 430mm (H),"Dimensions: 1800*630*430/750 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, fabric or faux leather upholstery.
 
  
 
  Color: Optional.
 
  
 
  Ash Wood Z Shaped Sofa – The Perfect Choice for Modern Spaces
 
  
 
  The Z shaped long sofa (2 3 seats) is one of the standout products for spaces that appreciate minimalism while still prioritizing sophistication and functionality. With its sturdy ash wood frame combined with high quality upholstery, this sofa offers a comfortable, luxurious seating experience and complements many modern interior styles.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG07,3 SEATER,1800mm (L) x 630mm (W) x 430mm (H),630,430,1800,,,,,,,,,,,,,,,,,,,,
TAVA 1 SEATER SOFA,ELESTRO,ENT_LFD_SF04,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/3d3dd94e-edd7-45e8-a822-25ef291dac09,94036000,1b08a66f-334c-4dea-b350-955f46d2e302,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-638698,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF04 SG05 LFD 620mm (L) x 730mm (W) x 430mm (H),"Dimensions: 620*730*430/750 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, fabric or faux leather upholstery.
 
  
 
  Color: Optional.
 
  
 
  The Z shaped single seater sofa is an ideal choice for those seeking a chair that is both minimalist and features a unique design.
 
  
 
  With its natural ash wood construction and plush upholstered cushions , this product not only provides a relaxing and comfortable experience but also enhances the aesthetics of any space, from living rooms and reading rooms to luxurious lounge areas.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG05,1 SEATER,620mm (L) x 730mm (W) x 430mm (H),730,430,620,,,,,,,,,,,,,,,,,,,,
PELO 1 SEATER SOFA,ELESTRO,ENT_LFD_SF03,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/44ba69cb-c94b-45a8-b1c9-9b0d32465a06,94036000,4d772332-3840-4e2e-ab8d-e0b28a05e06c,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-202064,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF03 SG01 LFD 580mm (L) x 650mm (W) x 420mm (H),"Dimensions: 580*650*420/750 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Rubberwood frame, fabric or faux leather upholstery.
 
  
 
  Color: Optional.
 
  
 
  Ronaldo Rubberwood Sofa – A Practical, Modern, and Space Optimizing Single Seat Design
 
  
 
  The Ronaldo single seater rubber wood sofa is an ideal choice for spaces that require a neat and sophisticated look while maintaining convenience. With its modern design, sturdy wooden frame, and comfortable cushions with backrest pillows, this sofa provides maximum comfort for all your daily needs.
 
  
 
  Whether placed in the living room, bedroom, studio apartment, or reception area, the Ronaldo sofa always creates a luxurious and inviting focal point.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG01,1 SEATER,580mm (L) x 650mm (W) x 420mm (H),650,420,580,,,,,,,,,,,,,,,,,,,,
ZAVA 1 SEATER SOFA,ELESTRO,ENT_LFD_SF02,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/85dbf4fe-63e3-460b-8f84-cedb4d1cf3f5,94036000,2cb23324-8e72-40f2-921d-5124ce8af20e,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-864562,FURNITURE LOOSE FURNITURE SOFA ENT 1 SEATER ELESTRO ENT_LFD_SF02 SG03 LFD 580mm (L) x 650mm (W) x 420mm (H),"Dimensions: 580*650*420/750 (Width x Depth x Mattress Height/Backrest Height).
 
  
 
  Materials: Ash wood, fabric or faux leather upholstery.
 
  
 
  Color: Optional.
 
  
 
  The Danish 118 single sofa boasts a minimalist, modern style while maintaining a warm and luxurious feel – making it ideal for living rooms, bedrooms, reading nooks, or cafes and lounges. With standard dimensions of 580 × 650 mm (width × depth) and a cushion/overall height of approximately 420/750 mm , the Danish 118 single sofa is suitable for a variety of spaces, from small apartments to condominiums, cafes, or lounge areas.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG03,1 SEATER,580mm (L) x 650mm (W) x 420mm (H),650,420,580,,,,,,,,,,,,,,,,,,,,
LETO 3 SEATER SOFA,ELESTRO,ENT_LFD_SF01,FURNITURE,AE,https://s3-dms-prod.flipspaces.app/ac7ef644-f325-4f5a-a7ef-906283ea0256,94036000,752bc3c5-0d3b-4fe6-946a-d6e759c85010,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-294295,FURNITURE LOOSE FURNITURE SOFA ENT 3 SEATER ELESTRO ENT_LFD_SF01 SG02 LFD 1600mm (L) x 650mm (W) x 750mm (H),"Dimensions: Length 1600mm x Depth 650mm x Height 750mm.
 
  
 
  Materials: Rubberwood, fabric or faux leather upholstery.
 
  
 
  Color: Optional.
 
  
 
  The Ronaldo rubber wood sofa, a 2 3 seater model , is the perfect choice for family living rooms, apartments, or business spaces requiring comfort and refined aesthetics. With its modern design, sturdy wooden frame, and comfortable cushions and pillows, this sofa offers a superior user experience and lasting beauty. This product line is ideal for those seeking a highly functional and elegantly minimalist natural wood sofa.",active,LOOSE FURNITURE,mm,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,ENT,NOS,LFD,SG02,3 SEATER,1600mm (L) x 650mm (W) x 750mm (H),650,750,1600,,,,,,,,,,,,,,,,,,,,
BASE CABINET,Elestro,FLBR-A33,FURNITURE,US,https://s3-dms-prod.flipspaces.app/2ca177e0-c8f2-442e-9dc0-64d2ee34d220,94036000,26f5bbc2-da4a-4688-8037-c6878557ba17,,TRUE,P1,BASE STORAGE,product,mm,P-FUR-LOO-BAS-584387,FURNITURE LOOSE FURNITURE BASE STORAGE Elestro FLBR-A33 26 x 210 x 16,"Structure : Structure made in MDF and finished in approved laminate.
 
 Support: Support provided in MS and in approved finish.
 
 Storage will have shutters and to be made in MDF & finished in approved laminate.
 
 
 
 Shutters will have standard laminate finish on inner surfaces and all the exposed edges to be finished in matching edge banding.
 
 
 
 Hardware : Soft-Closing hinges, Adj. Shelf pins, Handles & other auxiliary hardware.
 
 Storage to have provision for undercounter sink.",active,LOOSE FURNITURE,,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,,NOS,,,,750mm (L) x 850mm (W) x 450mm (H),850,450,750,,,,,,"2'6"" x 2'10"" x 1'6""","Structure : Structure made in MDF and finished in approved laminate.
 
 Support: Support provided in MS and in approved finish.
 
 Storage will have shutters and to be made in MDF & finished in approved laminate.
 
 
 
 Shutters will have standard laminate finish on inner surfaces and all the exposed edges to be finished in matching edge banding.
 
 
 
 Hardware : Soft-Closing hinges, Adj. Shelf pins, Handles & other auxiliary hardware.
 
 Storage to have provision for undercounter sink.",,,,,,,,,,,,,82
DISPLAY TABLE,Elestro,FLBR-A32,FURNITURE,US,https://s3-dms-prod.flipspaces.app/5244e8de-2d95-4687-9273-445ba7522726,94036000,5a26d34e-bc5d-493f-99fe-361e3a050dfd,,TRUE,P1,CONSOLE/DISPLAY TABLE,product,mm,P-FUR-LOO-CON-927870,FURNITURE LOOSE FURNITURE CONSOLE/DISPLAY TABLE Elestro FLBR-A32 70 x 40 x 38,"Top / Structure : Top / Structure to be made in MDF & finished in approved laminate as per selection.
 
 Base structure & Legs : MS to be finished in approved powder coating.",active,LOOSE FURNITURE,,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,,SQFT,,,,2100mm (L) x 1200mm (W) x 1100mm (H),1200,1100,2100,,,,,,"7'0"" x 4'0"" x 3'8""","Top / Structure : Top / Structure to be made in MDF & finished in approved laminate as per selection.
 
 Base structure & Legs : MS to be finished in approved powder coating.",,,,,,,,,,,,,50
SOFA SEATING,Elestro,FLBR-A21,FURNITURE,US,https://s3-dms-prod.flipspaces.app/1488bfda-8dbb-49c5-8937-3734f49f9c32,94036000,52216752-4ab8-4b0a-993b-b6381728923d,,TRUE,P1,SOFA,product,mm,P-FUR-LOO-SOF-754837,FURNITURE LOOSE FURNITURE SOFA Elestro FLBR-A21 100 x 36 x 26,"--Structure : 
 ++Hardwood structure with nailing joints.
 ++Back, seat and armrest - Soft-padded high-density foam PU cushioning and wrapped in fabric.
 
 Base structure : To be made in MDF and soft padded high density foam PU cushioning and wrapped in Fabric",active,LOOSE FURNITURE,,00104bb2-2fc2-4822-910c-455dcfb4bec6,FURNITURE_LOOSE FURNITURE,,LFT,,,,3000mm (L) x 1050mm (W) x 750mm (H),1050,750,3000,,,,,,"10'0"" x 3'6"" x 2'6""","--Structure : 
 ++Hardwood structure with nailing joints.
 ++Back, seat and armrest - Soft-padded high-density foam PU cushioning and wrapped in fabric.
 
 Base structure : To be made in MDF and soft padded high density foam PU cushioning and wrapped in Fabric",,,,,,,,,,,,,250
